Player,Versus,BasedOnMinutes,scouting_period,Per90_% of Aerials Won,Per90_% of Dribblers Tackled,Per90_Aerials Lost,Per90_Aerials Won,Per90_Assists,Per90_Average Shot Distance,Per90_Ball Recoveries,Per90_Blocks,Per90_Carries,Per90_Carries into Final Third,Per90_Carries into Penalty Area,Per90_Challenges Lost,Per90_Clearances,Per90_Corner Kicks,Per90_Crosses,Per90_Crosses into Penalty Area,Per90_Dead-ball Passes,Per90_Dispossessed,Per90_Dribblers Tackled,Per90_Dribbles Challenged,Per90_Errors,Per90_Fouls Committed,Per90_Fouls Drawn,Per90_GCA (Dead-ball Pass),Per90_GCA (Defensive Action),Per90_GCA (Fouls Drawn),Per90_GCA (Live-ball Pass),Per90_GCA (Shot),Per90_GCA (Take-On),Per90_Goal-Creating Actions,Per90_Goals,Per90_Goals + Assists,Per90_Goals - xG,Per90_Goals/Shot,Per90_Goals/Shot on Target,Per90_Inswinging Corner Kicks,Per90_Interceptions,Per90_Key Passes,Per90_Live-ball Passes,Per90_Miscontrols,Per90_Non-Penalty Goals,Per90_Non-Penalty Goals - npxG,Per90_Offsides,Per90_Outswinging Corner Kicks,Per90_Own Goals,Per90_Pass Completion %,Per90_Pass Completion % (Long),Per90_Pass Completion % (Medium),Per90_Pass Completion % (Short),Per90_Passes Attempted,Per90_Passes Attempted (Long),Per90_Passes Attempted (Medium),Per90_Passes Attempted (Short),Per90_Passes Blocked,Per90_Passes Completed,Per90_Passes Completed (Long),Per90_Passes Completed (Medium),Per90_Passes Completed (Short),Per90_Passes Offside,Per90_Passes Received,Per90_Passes from Free Kicks,Per90_Passes into Final Third,Per90_Passes into Penalty Area,Per90_Penalty Kicks Attempted,Per90_Penalty Kicks Conceded,Per90_Penalty Kicks Made,Per90_Penalty Kicks Won,Per90_Progressive Carries,Per90_Progressive Carrying Distance,Per90_Progressive Passes,Per90_Progressive Passes Rec,Per90_Progressive Passing Distance,Per90_Red Cards,Per90_SCA (Dead-ball Pass),Per90_SCA (Defensive Action),Per90_SCA (Fouls Drawn),Per90_SCA (Live-ball Pass),Per90_SCA (Shot),Per90_SCA (Take-On),Per90_Second Yellow Card,Per90_Shot-Creating Actions,Per90_Shots Blocked,Per90_Shots Total,Per90_Shots from Free Kicks,Per90_Shots on Target,Per90_Shots on Target %,Per90_Straight Corner Kicks,Per90_Successful Take-On %,Per90_Successful Take-Ons,Per90_Switches,Per90_Tackled During Take-On Percentage,Per90_Tackles,Per90_Tackles (Att 3rd),Per90_Tackles (Def 3rd),Per90_Tackles (Mid 3rd),Per90_Tackles Won,Per90_Take-Ons Attempted,Per90_Through Balls,Per90_Throw-ins Taken,Per90_Times Tackled During Take-On,Per90_Tkl+Int,Per90_Total Carrying Distance,Per90_Total Passing Distance,Per90_Touches,Per90_Touches (Att 3rd),Per90_Touches (Att Pen),Per90_Touches (Def 3rd),Per90_Touches (Def Pen),Per90_Touches (Live-Ball),Per90_Touches (Mid 3rd),Per90_Yellow Cards,Per90_npxG + xAG,Per90_npxG/Shot,Per90_npxG: Non-Penalty xG,Per90_xA: Expected Assists,Per90_xAG: Exp. Assisted Goals,Per90_xG: Expected Goals
Bruno Guimarães,Midfielders,540,2023-2024 Champions League,28.6,42.9,0.83,0.33,0.17,14.6,8.17,1.67,37.83,2.33,0.0,1.33,1.33,0.0,0.5,0.33,2.67,1.83,1.0,2.33,0.0,1.0,2.5,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.17,-0.05,0.0,0.0,0.0,1.0,0.83,46.0,1.17,0.0,-0.05,0.0,0.0,0.0,81.9,63.0,86.0,88.4,48.83,9.0,17.83,20.17,0.75,40.0,5.67,15.33,17.83,0.17,41.33,2.33,3.0,1.5,0.0,0.0,0.0,0.0,0.83,74.5,4.5,1.67,186.83,0.0,0.0,0.0,0.33,2.67,0.0,0.0,0.0,3.0,0.67,0.5,0.0,0.5,100.0,0.0,50.0,1.0,0.17,33.3,2.17,0.33,1.5,0.33,1.83,2.0,0.33,0.33,0.67,3.17,257.83,725.33,58.0,15.17,0.83,13.33,2.67,58.0,30.83,0.33,0.1,0.09,0.05,0.18,0.07,0.05
Bruno Guimarães,Midfielders,617,2019 Copa Libertadores,42.9,50.0,0.58,0.44,0.29,24.3,7.88,0.29,53.1,2.92,0.44,1.02,0.58,3.35,3.94,0.0,5.98,0.88,1.02,2.04,0.0,1.46,2.19,0.0,0.0,0.0,0.29,0.0,0.0,0.29,0.29,0.58,0.13,0.22,0.33,1.6,0.73,3.21,56.89,1.9,0.29,0.13,0.0,1.17,0.0,85.4,65.1,92.8,92.2,63.01,12.54,24.36,22.46,0.44,53.83,8.17,22.61,20.71,0.15,53.53,2.04,6.27,0.88,0.0,0.0,0.0,0.0,3.21,179.71,8.9,2.04,266.35,0.0,0.88,0.0,0.15,3.5,0.15,0.29,0.0,4.96,0.15,1.31,0.15,0.88,66.7,0.15,92.3,1.75,1.46,7.7,2.77,0.29,1.31,1.17,1.9,1.9,0.0,0.58,0.15,3.5,353.44,1038.28,71.77,21.73,0.88,9.63,1.02,71.77,41.57,0.29,0.38,0.12,0.16,0.2,0.23,0.16
Bruno Guimarães,Midfielders,1034,2021-2022 Premier League,30.8,55.3,0.78,0.35,0.09,18.0,7.05,2.18,37.08,1.31,0.35,1.48,1.13,0.0,1.04,0.35,1.48,2.52,1.83,3.31,0.0,1.13,3.13,0.0,0.0,0.0,0.09,0.26,0.0,0.35,0.44,0.52,0.17,0.22,0.42,0.0,0.78,1.04,43.78,2.09,0.44,0.17,0.35,0.0,0.0,84.5,80.8,87.6,90.0,45.44,6.35,15.49,20.11,1.52,38.38,5.14,13.58,18.1,0.17,40.21,1.04,3.57,1.13,0.0,0.0,0.0,0.0,1.57,69.2,4.7,1.31,169.03,0.0,0.0,0.09,0.09,1.91,0.52,0.09,0.0,2.7,0.52,2.0,0.0,1.04,52.2,0.0,55.0,1.91,0.61,45.0,3.83,0.35,1.57,1.91,2.0,3.48,0.35,0.26,1.57,4.61,203.07,685.53,61.02,15.32,1.83,14.1,2.7,61.02,32.81,0.35,0.37,0.16,0.27,0.12,0.1,0.27
Bruno Guimarães,Midfielders,1634,2021-2022 Ligue 1,54.5,39.0,0.55,0.66,0.17,24.2,7.22,1.16,59.16,2.64,0.55,1.98,0.61,0.66,1.54,0.11,4.63,1.49,1.27,3.25,0.06,1.71,3.25,0.0,0.0,0.06,0.44,0.0,0.0,0.5,0.0,0.17,-0.06,0.0,0.0,0.44,1.16,1.98,70.34,1.38,0.0,-0.06,0.06,0.11,0.0,86.2,72.2,88.8,92.0,75.29,10.3,29.52,31.73,0.7749999999999999,64.94,7.44,26.22,29.19,0.33,66.7,3.75,9.42,1.65,0.0,0.0,0.0,0.06,3.08,149.16,9.09,2.26,317.04,0.0,0.11,0.11,0.39,3.8,0.0,0.17,0.0,4.57,0.22,0.61,0.06,0.11,18.2,0.0,75.5,2.04,1.27,24.5,2.75,0.28,1.1,1.38,1.71,2.7,0.61,0.22,0.66,3.91,308.78,1150.45,85.7,18.29,1.1,15.64,1.27,85.7,52.77,0.11,0.26,0.09,0.06,0.24,0.2,0.06
Bruno Guimarães,Midfielders,1754,2020-2021 Ligue 1,56.3,46.9,0.36,0.46,0.05,23.7,7.29,1.23,56.75,2.77,0.31,1.74,0.67,0.15,0.92,0.1,2.26,0.92,1.54,3.28,0.0,1.69,1.9,0.05,0.0,0.05,0.41,0.0,0.0,0.51,0.15,0.21,0.02,0.08,0.17,0.05,0.72,0.92,72.35,1.28,0.1,0.01,0.0,0.0,0.0,89.2,78.1,92.2,92.8,74.91,8.21,32.17,31.35,0.825,66.86,6.41,29.66,29.09,0.31,65.63,1.69,8.0,1.69,0.05,0.0,0.05,0.05,2.05,150.75,10.06,2.87,284.88,0.0,0.05,0.0,0.05,3.13,0.05,0.1,0.0,3.39,0.21,1.28,0.0,0.62,48.0,0.0,78.1,1.28,0.62,21.9,3.9,0.46,1.33,2.1,1.74,1.64,0.31,0.41,0.36,4.62,305.71,1167.28,85.59,18.52,1.18,13.75,2.26,85.54,54.29,0.31,0.2,0.07,0.09,0.12,0.11,0.13
Bruno Guimarães,Midfielders,1834,2024-2025 Premier League,58.8,57.1,0.34,0.49,0.29,18.9,5.05,0.93,43.23,1.33,0.15,0.88,0.79,0.05,0.64,0.15,2.8,2.6,1.18,2.06,0.1,1.67,3.39,0.05,0.0,0.0,0.59,0.0,0.0,0.64,0.05,0.34,-0.05,0.04,0.2,0.0,0.98,1.47,48.68,1.47,0.05,-0.05,0.0,0.0,0.0,83.0,59.8,88.9,89.4,51.62,5.74,19.04,23.65,0.81,42.84,3.44,16.93,21.15,0.15,47.6,2.7,5.3,1.72,0.0,0.0,0.0,0.0,1.37,100.31,7.56,2.11,237.91,0.0,0.05,0.1,0.15,3.24,0.0,0.1,0.0,3.63,0.34,1.28,0.0,0.25,19.2,0.0,44.2,1.13,0.34,30.8,2.4,0.39,1.08,0.93,1.47,2.55,0.74,0.05,0.79,3.39,237.12,714.45,63.45,16.54,1.57,13.69,2.26,63.45,33.91,0.15,0.33,0.08,0.1,0.14,0.23,0.1
Bruno Guimarães,Midfielders,1963,2019 Série A,36.8,32.7,0.55,0.32,0.05,22.8,7.43,0.5,56.99,3.67,0.5,1.51,0.78,1.28,2.71,0.09,4.45,1.74,0.73,2.25,0.0,1.79,3.12,0.0,0.0,0.0,0.32,0.0,0.0,0.32,0.09,0.14,-0.04,0.05,0.25,0.73,1.28,2.06,72.94,1.33,0.09,-0.04,0.0,0.46,0.0,85.8,68.7,88.7,93.8,77.62,12.61,29.11,30.99,0.595,66.57,8.67,25.81,29.07,0.23,68.41,2.75,9.95,2.11,0.0,0.0,0.0,0.0,3.53,187.01,12.88,3.12,347.99,0.0,0.37,0.05,0.28,3.94,0.05,0.05,0.0,4.72,0.18,1.7,0.09,0.37,21.6,0.05,84.1,1.7,0.83,15.9,1.74,0.09,0.64,1.01,1.05,2.02,0.41,0.41,0.32,3.03,357.98,1209.43,86.65,24.07,1.97,9.9,1.65,86.65,53.87,0.18,0.31,0.08,0.13,0.18,0.17,0.13
Bruno Guimarães,Midfielders,2726,2022-2023 Premier League,59.4,58.5,0.43,0.63,0.17,19.7,7.69,0.92,43.61,1.55,0.17,0.89,0.73,0.1,0.73,0.07,1.39,1.98,1.25,2.15,0.03,1.49,2.74,0.0,0.03,0.0,0.36,0.0,0.0,0.4,0.13,0.3,0.04,0.14,0.5,0.0,1.19,1.39,53.39,1.52,0.13,0.04,0.03,0.0,0.0,83.2,69.0,87.8,88.9,55.07,7.13,20.27,24.46,0.875,45.79,4.92,17.8,21.76,0.3,49.62,1.12,4.85,1.78,0.0,0.0,0.0,0.0,1.35,96.11,7.33,1.39,218.96,0.0,0.03,0.07,0.36,3.04,0.03,0.1,0.0,3.63,0.13,0.92,0.0,0.26,28.6,0.0,48.9,1.49,0.66,28.3,2.58,0.17,0.89,1.52,1.32,3.04,0.83,0.17,0.86,3.76,239.3,793.62,66.49,18.98,1.65,12.94,1.95,66.49,35.52,0.23,0.22,0.1,0.09,0.13,0.13,0.09
Bruno Guimarães,Midfielders,3263,2023-2024 Premier League,43.9,51.9,0.63,0.5,0.22,17.8,6.54,1.43,50.81,2.01,0.52,1.02,0.55,0.08,0.88,0.14,3.17,1.93,1.1,2.12,0.0,1.38,2.98,0.0,0.0,0.03,0.33,0.06,0.11,0.52,0.19,0.41,0.06,0.15,0.44,0.03,0.97,1.71,60.29,1.68,0.19,0.06,0.0,0.03,0.0,83.9,63.5,87.5,90.5,63.8,7.86,24.88,27.89,0.955,53.54,4.99,21.76,25.24,0.33,58.12,2.76,5.08,1.93,0.0,0.0,0.0,0.0,1.79,116.98,7.81,2.01,257.51,0.0,0.22,0.17,0.17,3.03,0.08,0.28,0.0,3.94,0.39,1.32,0.0,0.44,33.3,0.0,54.5,1.99,0.74,31.1,2.43,0.3,1.24,0.88,1.46,3.64,0.72,0.14,1.13,3.39,284.01,919.89,75.41,19.91,2.07,15.8,2.48,75.41,40.88,0.25,0.31,0.1,0.13,0.17,0.18,0.13
Bruno Guimarães,Midfielders,3335,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",50.0,60.3,0.54,0.54,0.3,18.2,5.88,1.24,45.58,1.73,0.27,0.84,0.65,0.11,0.7,0.19,3.16,2.51,1.27,2.1,0.05,1.43,3.27,0.03,0.0,0.03,0.51,0.05,0.03,0.65,0.19,0.49,0.06,0.14,0.47,0.03,1.03,1.73,52.68,1.54,0.19,0.06,0.0,0.03,0.0,82.4,58.3,87.6,89.7,56.08,6.67,20.75,25.34,0.945,46.23,3.89,18.19,22.72,0.24,50.84,2.89,5.24,1.92,0.0,0.0,0.0,0.0,1.67,110.56,7.8,2.21,255.81,0.0,0.19,0.13,0.19,3.54,0.08,0.13,0.0,4.26,0.38,1.35,0.0,0.4,30.0,0.0,48.8,1.62,0.43,33.3,2.51,0.35,1.11,1.05,1.51,3.32,0.84,0.13,1.11,3.54,251.41,778.08,68.09,18.03,1.86,14.71,2.29,68.09,36.22,0.08,0.36,0.1,0.13,0.17,0.23,0.13
Bryan Mbeumo,Midfielders,2461,2018-2019 Ligue 2,35.0,21.4,2.45,1.32,0.11,18.7,4.17,0.73,29.55,2.27,0.69,0.8,1.06,0.04,1.54,0.33,0.62,2.49,0.22,1.02,0.04,1.68,2.38,0.0,0.0,0.04,0.33,0.0,0.04,0.4,0.37,0.48,0.16,0.16,0.43,0.04,0.48,0.73,29.73,3.58,0.37,0.16,0.26,0.0,0.0,67.3,54.4,74.8,73.7,30.61,2.49,9.0,15.69,1.095,20.59,1.35,6.73,11.56,0.26,34.34,0.15,1.72,0.99,0.0,0.0,0.0,0.0,2.89,91.57,2.96,7.72,78.48,0.0,0.04,0.0,0.4,1.43,0.18,0.29,0.0,2.34,0.0,2.27,0.29,0.84,37.1,0.0,52.5,1.54,0.22,46.3,0.99,0.22,0.29,0.48,0.66,2.93,0.22,0.26,1.35,1.46,198.21,311.18,43.96,18.69,3.04,5.96,0.91,43.96,20.08,0.22,0.31,0.09,0.2,0.09,0.11,0.2
Carlos Alcaraz,Midfielders,214,2020 Copa Libertadores,40.0,33.3,3.79,2.52,0.42,14.1,3.79,0.42,21.87,2.1,0.0,0.84,1.68,0.0,0.42,0.0,0.0,0.84,0.42,1.26,0.42,2.1,1.26,0.0,0.0,0.0,0.42,0.0,0.0,0.42,0.0,0.42,-0.34,0.0,0.0,0.0,0.0,1.26,26.07,1.26,0.0,-0.34,0.0,0.0,0.0,77.4,80.0,73.9,87.1,26.07,2.1,9.67,13.04,0.42,20.19,1.68,7.15,11.36,0.0,27.34,0.0,2.52,0.84,0.0,0.0,0.0,0.0,1.68,54.25,4.63,3.79,101.36,0.0,0.0,0.0,0.0,2.94,0.42,0.0,0.0,3.36,0.0,3.36,0.0,0.84,25.0,0.0,100.0,0.84,0.0,0.0,2.52,0.0,1.26,1.26,0.84,0.84,0.0,0.0,0.0,2.52,111.03,328.04,37.01,12.2,4.63,8.41,2.1,37.01,16.82,0.84,0.5,0.1,0.34,0.25,0.21,0.34
Carlos Alcaraz,Midfielders,255,2021 Copa de la Liga Profesional,80.0,66.7,0.35,1.41,0.0,20.6,6.35,1.41,41.65,3.53,0.35,1.06,0.71,0.0,0.0,0.0,1.41,2.12,2.12,3.18,0.0,1.76,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.0,0.0,1.06,0.35,40.24,5.29,0.0,-0.11,0.0,0.0,0.0,84.7,78.6,89.6,86.0,41.65,4.94,16.94,17.65,0.8799999999999999,35.29,3.88,15.18,15.18,0.0,42.35,0.35,4.59,1.06,0.0,0.0,0.0,0.0,3.53,137.65,7.76,4.24,171.18,0.0,0.0,0.35,1.06,1.06,0.0,1.41,0.0,3.88,0.0,2.47,0.0,0.71,28.6,0.0,100.0,2.82,0.0,0.0,2.47,1.06,0.35,1.06,1.06,2.82,0.0,1.06,0.0,3.53,283.41,621.53,58.24,15.88,1.41,5.65,1.06,58.24,37.41,0.35,0.14,0.04,0.11,0.04,0.04,0.11
Carlos Alcaraz,Midfielders,751,2024 Série A,50.0,40.0,0.84,0.84,0.12,23.4,6.23,1.56,38.59,3.0,0.36,1.44,0.6,2.64,3.6,0.12,4.31,1.92,0.96,2.4,0.0,1.8,0.96,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.24,0.36,-0.16,0.0,0.0,1.32,0.6,2.04,46.5,2.88,0.0,-0.17,0.12,1.32,0.0,78.6,56.9,79.6,86.7,51.05,7.79,17.02,24.33,0.8400000000000001,40.15,4.43,13.54,21.09,0.24,44.94,1.2,5.03,0.96,0.24,0.0,0.24,0.0,3.12,95.99,4.67,5.03,200.25,0.12,0.96,0.12,0.12,3.0,0.12,0.24,0.0,4.55,0.24,2.64,0.36,0.72,27.3,0.0,43.8,1.68,0.36,50.0,2.4,0.12,0.96,1.32,1.32,3.83,0.12,0.36,1.92,3.0,192.34,683.45,66.03,23.13,2.64,8.99,1.68,65.79,34.87,0.12,0.24,0.06,0.17,0.1,0.07,0.4
Carlos Alcaraz,Midfielders,786,Last 365 Days Men's Next 14 Competitions,50.0,42.9,0.92,0.92,0.11,22.8,6.41,1.49,39.73,3.09,0.34,1.37,0.57,2.63,3.66,0.11,5.04,1.83,1.03,2.4,0.0,1.72,1.03,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.23,0.34,-0.17,0.0,0.0,1.37,0.57,2.06,48.66,2.98,0.0,-0.18,0.11,1.26,0.0,78.3,56.9,79.6,86.8,53.93,8.24,18.55,25.08,0.915,42.25,4.69,14.77,21.76,0.23,47.06,1.6,5.27,0.92,0.23,0.0,0.23,0.0,2.98,98.82,4.58,5.15,208.4,0.11,1.03,0.11,0.11,3.09,0.11,0.23,0.0,4.69,0.23,2.98,0.34,0.8,26.9,0.0,43.8,1.6,0.46,50.0,2.4,0.11,1.03,1.26,1.37,3.66,0.11,0.69,1.83,2.98,194.43,721.6,69.05,24.16,2.98,9.05,1.6,68.82,36.76,0.11,0.26,0.06,0.18,0.1,0.08,0.4
Carlos Alcaraz,Midfielders,870,2022 Copa de la Liga Profesional,64.0,27.8,0.93,1.66,0.0,20.0,6.62,1.97,34.45,1.66,0.31,1.34,0.72,0.21,0.72,0.1,1.45,1.86,0.52,1.86,0.0,1.14,2.07,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.41,0.41,0.18,0.13,0.36,0.0,0.62,1.24,37.86,2.79,0.41,0.18,0.0,0.21,0.0,80.6,81.5,84.4,84.5,39.52,5.59,13.97,17.38,1.295,31.86,4.55,11.79,14.69,0.21,37.03,0.93,3.83,0.31,0.0,0.0,0.0,0.0,2.28,87.31,5.69,2.79,158.07,0.0,0.1,0.0,0.31,1.97,0.21,0.72,0.0,3.31,0.31,3.1,0.41,1.14,36.7,0.0,50.0,2.48,0.83,50.0,1.76,0.62,0.31,0.83,0.83,4.97,0.0,0.31,2.48,2.38,180.31,585.21,57.41,16.55,3.52,6.93,1.03,57.41,35.28,0.62,0.36,0.08,0.24,0.12,0.13,0.24
Carlos Alcaraz,Midfielders,881,2021 Liga Profesional Argentina,48.7,48.0,2.04,1.94,0.2,16.8,6.44,1.53,29.22,2.25,0.41,1.33,0.82,0.82,1.63,0.0,2.25,2.35,1.23,2.55,0.0,2.66,1.74,0.2,0.0,0.1,0.31,0.0,0.0,0.61,0.1,0.31,0.02,0.08,0.17,0.31,0.61,0.92,34.53,4.19,0.1,0.02,0.0,0.41,0.0,79.0,67.6,81.6,89.0,36.98,3.78,14.4,15.83,1.175,29.22,2.55,11.75,14.1,0.2,34.53,1.02,3.47,0.31,0.0,0.0,0.0,0.1,2.76,93.58,4.7,2.55,123.51,0.0,0.51,0.0,0.72,1.33,0.1,0.2,0.0,2.86,0.31,1.23,0.31,0.61,50.0,0.0,50.0,2.25,0.51,50.0,1.53,0.31,0.61,0.61,0.82,4.49,0.1,0.41,2.25,2.15,198.39,498.22,53.22,12.67,2.15,8.79,1.23,53.22,32.79,0.82,0.22,0.07,0.08,0.12,0.15,0.08
Carlos Alcaraz,Midfielders,1019,2022 Liga Profesional Argentina,48.9,55.0,2.03,1.94,0.0,20.0,6.62,1.77,32.15,1.94,0.27,0.79,0.88,0.18,0.18,0.09,0.53,1.41,0.97,1.77,0.0,0.88,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,-0.05,0.07,0.21,0.0,0.79,1.32,44.16,2.21,0.27,-0.05,0.18,0.0,0.0,78.2,77.4,85.6,79.6,44.96,5.48,15.37,20.31,1.415,35.15,4.24,13.16,16.16,0.27,41.07,0.09,4.24,1.06,0.0,0.0,0.0,0.0,2.03,76.4,5.65,5.21,141.4,0.09,0.0,0.09,0.27,2.65,0.44,0.44,0.0,3.89,0.18,3.62,0.62,1.24,34.1,0.0,33.3,1.68,0.44,63.2,1.77,0.27,0.44,1.06,0.97,5.03,0.09,0.18,3.18,2.56,173.2,604.03,61.03,17.4,3.18,7.86,1.32,61.03,36.48,0.09,0.4,0.09,0.32,0.07,0.08,0.32
Carlos Alcaraz,Midfielders,1102,2023-2024 Championship,58.1,53.6,1.06,1.47,0.08,19.5,4.9,1.72,41.9,2.29,0.49,1.06,1.14,0.08,0.41,0.08,1.14,1.39,1.23,2.29,0.0,0.65,1.23,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.25,0.33,-0.11,0.08,0.19,0.0,0.49,1.39,49.08,2.86,0.25,-0.05,0.25,0.0,0.0,82.5,68.9,84.7,87.9,50.31,4.98,16.5,25.64,1.39,41.49,3.43,13.97,22.54,0.08,51.29,0.41,4.17,1.88,0.08,0.0,0.0,0.0,2.29,99.56,6.37,6.04,144.64,0.0,0.0,0.08,0.08,2.94,0.25,0.49,0.0,3.84,0.16,3.27,0.25,1.31,40.0,0.0,48.9,1.88,0.74,48.9,2.37,0.65,0.49,1.23,1.47,3.84,0.41,0.57,1.88,2.86,210.05,641.11,65.99,24.58,3.02,6.04,1.55,65.91,36.34,0.33,0.38,0.09,0.29,0.14,0.09,0.36
Carlos Baleba,Midfielders,478,2022-2023 Ligue 1,46.7,64.3,1.51,1.32,0.0,24.3,7.15,2.45,56.86,3.01,0.38,0.94,0.56,0.0,0.19,0.0,0.94,3.2,1.69,2.64,0.38,2.45,3.39,0.0,0.0,0.38,0.0,0.0,0.0,0.38,0.0,0.0,-0.09,0.0,0.0,0.0,0.19,0.38,55.36,2.26,0.0,-0.09,0.0,0.0,0.0,83.0,80.4,86.6,86.0,56.49,9.6,22.41,21.46,1.785,46.88,7.72,19.39,18.45,0.19,53.47,0.94,6.21,0.38,0.0,0.0,0.0,0.38,3.01,193.37,6.21,2.26,165.13,0.19,0.0,0.0,0.38,1.32,0.19,0.19,0.0,2.07,0.56,2.26,0.0,0.38,16.7,0.0,53.6,2.82,0.56,32.1,2.45,0.38,0.38,1.69,2.07,5.27,0.0,0.0,1.69,2.64,358.31,910.73,72.3,15.63,0.94,9.23,1.88,72.3,48.2,0.56,0.11,0.04,0.09,0.02,0.02,0.09
Carlos Baleba,Midfielders,1325,2023-2024 Premier League,72.7,50.0,0.61,1.63,0.0,24.4,6.45,2.38,38.78,1.29,0.07,1.56,2.04,0.0,0.0,0.0,0.41,1.09,1.56,3.12,0.2,2.72,1.83,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,-0.05,0.0,0.0,0.0,1.22,0.54,52.1,1.09,0.0,-0.05,0.0,0.0,0.0,92.0,80.0,96.0,93.7,52.64,2.04,18.88,29.14,1.29,48.43,1.63,18.14,27.31,0.14,45.1,0.41,2.58,0.2,0.0,0.0,0.0,0.0,1.29,96.66,3.4,0.61,148.42,0.0,0.0,0.0,0.0,1.09,0.07,0.0,0.0,1.15,0.48,1.43,0.0,0.34,23.8,0.0,50.0,0.75,0.34,27.3,2.72,0.27,1.15,1.29,1.36,1.49,0.0,0.0,0.41,3.94,197.18,721.22,65.55,9.44,0.34,17.32,4.42,65.55,39.4,0.48,0.07,0.04,0.05,0.02,0.02,0.05
Carlos Baleba,Midfielders,1342,2024-2025 Premier League,63.6,65.0,0.8,1.41,0.07,24.9,6.91,1.74,29.64,1.54,0.13,0.94,1.01,0.0,0.13,0.07,0.2,1.27,1.74,2.68,0.0,1.54,1.61,0.0,0.07,0.0,0.07,0.0,0.0,0.13,0.13,0.2,0.05,0.08,0.29,0.0,1.94,0.8,40.04,1.14,0.13,0.05,0.0,0.0,0.0,88.4,77.9,90.1,92.3,40.31,5.16,15.56,18.31,0.875,35.61,4.02,14.02,16.9,0.07,32.53,0.2,4.23,0.87,0.0,0.07,0.0,0.0,1.54,88.59,4.56,1.07,161.42,0.07,0.0,0.07,0.0,2.01,0.07,0.07,0.07,2.21,0.34,1.61,0.0,0.47,29.2,0.0,56.3,1.21,0.13,37.5,2.82,0.67,0.67,1.48,1.54,2.15,0.27,0.0,0.8,4.76,177.65,615.58,54.19,11.94,0.47,11.74,2.55,54.19,32.19,0.34,0.12,0.05,0.08,0.03,0.05,0.08
Carlos Baleba,Midfielders,2128,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",64.7,60.0,0.76,1.4,0.04,24.5,6.39,2.07,32.31,1.61,0.17,1.1,1.27,0.0,0.08,0.04,0.3,1.18,1.65,2.75,0.08,1.95,1.78,0.0,0.04,0.0,0.08,0.0,0.0,0.13,0.08,0.13,0.02,0.05,0.2,0.0,1.69,0.63,43.1,1.1,0.08,0.02,0.0,0.0,0.0,89.1,76.4,91.3,93.2,43.52,3.76,15.52,22.33,1.14,38.78,2.88,14.17,20.81,0.13,36.2,0.3,3.72,0.63,0.0,0.04,0.0,0.0,1.73,92.96,3.98,1.06,143.46,0.04,0.0,0.04,0.0,1.65,0.08,0.04,0.04,1.82,0.34,1.56,0.0,0.42,27.0,0.0,56.5,1.1,0.25,32.6,2.54,0.51,0.68,1.35,1.4,1.95,0.17,0.0,0.63,4.23,184.19,618.92,56.84,11.59,0.51,12.6,3.13,56.84,33.92,0.38,0.1,0.04,0.07,0.03,0.03,0.07
Carlos Soler,Midfielders,392,2018-2019 Champions League,33.3,75.0,0.92,0.46,0.46,22.9,5.28,0.92,38.34,2.53,0.92,0.46,0.46,0.23,1.61,0.46,0.92,0.69,1.38,1.84,0.0,1.84,3.9,0.0,0.0,0.0,0.69,0.23,0.0,0.92,0.46,0.92,0.3,0.17,0.4,0.23,0.23,1.38,42.93,1.84,0.46,0.3,0.23,0.0,0.0,78.6,46.7,82.1,86.5,44.08,3.44,17.91,20.43,0.92,34.67,1.61,14.69,17.68,0.23,42.93,0.46,3.9,1.15,0.0,0.0,0.0,0.0,4.59,154.74,6.89,3.9,213.29,0.0,0.0,0.0,0.0,2.53,0.23,0.23,0.0,2.98,0.23,2.76,0.0,1.15,41.7,0.0,85.7,1.38,0.23,14.3,3.21,0.46,1.84,0.92,2.53,1.61,0.69,0.23,0.23,3.44,239.92,548.95,56.48,22.04,3.67,6.66,1.38,56.48,28.47,0.46,0.53,0.06,0.16,0.25,0.37,0.16
