Player,Versus,BasedOnMinutes,scouting_period,Per90_Average Pass Length,Per90_Avg. Distance of Def. Actions,Per90_Avg. Length of Goal Kicks,Per90_Clean Sheet Percentage,Per90_Clean Sheets,Per90_Corner Kick Goals Against,Per90_Crosses Faced,Per90_Crosses Stopped,Per90_Crosses Stopped %,Per90_Def. Actions Outside Pen. Area,Per90_Draws,Per90_Free Kick Goals Against,Per90_Goal Kicks,Per90_Goals Against,Per90_Launch %,Per90_Launch% (Goal Kicks),Per90_Losses,Per90_Own Goals Scored Against Goalkeeper,Per90_PSxG-GA,Per90_PSxG/SoT,Per90_Pass Completion Percentage (Launched),Per90_Passes Attempted (GK),Per90_Passes Attempted (Launched),Per90_Passes Completed (Launched),Per90_Penalty Kicks Allowed,Per90_Penalty Kicks Attempted,Per90_Penalty Kicks Missed,Per90_Penalty Kicks Saved,Per90_Post-Shot Expected Goals,Per90_Save Percentage,Per90_Save% (Penalty Kicks),Per90_Saves,Per90_Shots on Target Against,Per90_Throws Attempted,Per90_Wins,Percentile_Average Pass Length,Percentile_Avg. Distance of Def. Actions,Percentile_Avg. Length of Goal Kicks,Percentile_Clean Sheet Percentage,Percentile_Clean Sheets,Percentile_Corner Kick Goals Against,Percentile_Crosses Faced,Percentile_Crosses Stopped,Percentile_Crosses Stopped %,Percentile_Def. Actions Outside Pen. Area,Percentile_Draws,Percentile_Free Kick Goals Against,Percentile_Goal Kicks,Percentile_Goals Against,Percentile_Launch %,Percentile_Launch% (Goal Kicks),Percentile_Losses,Percentile_Own Goals Scored Against Goalkeeper,Percentile_PSxG-GA,Percentile_PSxG/SoT,Percentile_Pass Completion Percentage (Launched),Percentile_Passes Attempted (GK),Percentile_Passes Attempted (Launched),Percentile_Passes Completed (Launched),Percentile_Penalty Kicks Allowed,Percentile_Penalty Kicks Attempted,Percentile_Penalty Kicks Missed,Percentile_Penalty Kicks Saved,Percentile_Post-Shot Expected Goals,Percentile_Save Percentage,Percentile_Save% (Penalty Kicks),Percentile_Saves,Percentile_Shots on Target Against,Percentile_Throws Attempted,Percentile_Wins
Aaron Ramsdale,Goalkeepers,300,2022-2023 Europa League,38.2,17.5,65.0,33.3,0.33,0.33,8.33,0.67,8.0,2.33,0.33,0.0,6.33,1.0,45.3,84.2,0.33,0.0,-0.03,0.32,32.7,28.67,18.33,6.0,0.0,0.0,0.0,0.0,0.97,66.7,,2.0,3.0,4.33,0.33,75.0,87.0,99.0,57.0,57.0,23.0,13.0,63.0,81.0,93.0,77.0,55.0,25.0,71.0,75.0,95.0,39.0,64.0,43.0,76.0,43.0,59.0,83.0,77.0,77.0,21.0,49.0,46.0,79.0,28.0,,13.0,16.0,48.0,45.0
Aaron Ramsdale,Goalkeepers,540,2023-2024 Premier League,33.3,14.6,41.4,33.3,0.33,0.17,7.67,1.33,17.4,1.5,0.17,0.0,3.17,0.83,34.9,52.6,0.0,0.0,-0.22,0.26,27.5,28.17,11.5,3.17,0.0,0.0,0.0,0.0,0.62,64.3,,1.5,2.33,5.0,0.83,58.0,48.0,38.0,83.0,86.0,63.0,2.0,86.0,98.0,61.0,27.0,64.0,11.0,95.0,58.0,33.0,5.0,86.0,23.0,20.0,14.0,42.0,42.0,27.0,92.0,6.0,45.0,41.0,98.0,23.0,,5.0,5.0,63.0,98.0
Aaron Ramsdale,Goalkeepers,1260,2024-2025 Premier League,33.5,12.2,45.3,14.3,0.14,0.5,13.57,1.0,7.4,0.79,0.14,0.0,5.0,2.14,38.8,60.0,0.79,0.0,-0.05,0.32,33.1,38.5,17.93,5.93,0.14,0.14,0.0,0.0,2.09,68.9,0.0,4.29,6.43,5.0,0.07,63.0,23.0,64.0,23.0,25.0,5.0,52.0,57.0,66.0,13.0,14.0,63.0,41.0,18.0,70.0,59.0,91.0,70.0,30.0,68.0,34.0,95.0,88.0,70.0,32.0,66.0,50.0,38.0,9.0,41.0,38.0,95.0,98.0,77.0,9.0
Aaron Ramsdale,Goalkeepers,1350,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",34.4,11.4,44.8,13.3,0.13,0.47,13.4,1.27,9.5,0.73,0.13,0.0,4.73,2.07,40.5,59.2,0.73,0.0,-0.02,0.32,32.4,38.33,18.33,5.93,0.13,0.13,0.0,0.0,2.05,69.1,0.0,4.2,6.27,5.0,0.13,62.0,14.0,56.0,17.0,17.0,1.0,45.0,84.0,92.0,24.0,10.0,70.0,25.0,8.0,72.0,59.0,99.0,84.0,44.0,84.0,28.0,94.0,85.0,79.0,35.0,44.0,40.0,27.0,1.0,39.0,27.0,98.0,98.0,81.0,5.0
Aaron Ramsdale,Goalkeepers,3060,2021-2022 Premier League,33.2,16.4,55.1,35.3,0.35,0.09,12.18,0.76,6.3,1.76,0.09,0.0,5.32,1.15,34.8,74.0,0.29,0.03,0.01,0.26,27.9,29.21,14.12,3.94,0.15,0.18,0.03,0.0,1.12,73.4,0.0,2.65,3.76,4.76,0.62,37.0,79.0,79.0,79.0,79.0,83.0,17.0,52.0,56.0,90.0,6.0,77.0,13.0,67.0,40.0,79.0,25.0,50.0,87.0,37.0,10.0,75.0,48.0,37.0,33.0,73.0,90.0,37.0,71.0,75.0,37.0,33.0,21.0,63.0,90.0
Aaron Ramsdale,Goalkeepers,3330,2019-2020 Premier League,39.2,11.6,53.5,13.5,0.14,0.11,15.97,0.54,3.4,0.68,0.19,0.11,7.78,1.68,48.2,69.8,0.57,0.0,-0.04,0.3,30.1,22.78,16.41,4.95,0.14,0.16,0.0,0.03,1.64,69.5,16.7,3.35,5.05,5.0,0.24,59.0,14.0,63.0,9.0,9.0,70.0,73.0,41.0,38.0,41.0,34.0,5.0,63.0,23.0,52.0,59.0,88.0,86.0,52.0,66.0,23.0,41.0,48.0,45.0,27.0,73.0,45.0,63.0,20.0,45.0,55.0,73.0,77.0,73.0,23.0
Aaron Ramsdale,Goalkeepers,3420,2020-2021 Premier League,45.5,12.8,64.5,13.2,0.13,0.21,15.21,0.87,5.7,0.89,0.05,0.0,7.39,1.66,64.5,91.8,0.76,0.08,-0.15,0.26,32.2,22.79,21.5,6.92,0.08,0.11,0.03,0.0,1.43,70.9,0.0,3.82,5.42,3.37,0.18,94.0,33.0,98.0,2.0,2.0,25.0,63.0,90.0,71.0,54.0,6.0,71.0,63.0,17.0,90.0,98.0,98.0,23.0,23.0,48.0,17.0,40.0,90.0,83.0,75.0,27.0,79.0,27.0,13.0,40.0,27.0,90.0,94.0,6.0,10.0
Aaron Ramsdale,Goalkeepers,3420,2022-2023 Premier League,33.3,16.1,49.2,36.8,0.37,0.16,10.03,0.58,5.8,1.13,0.16,0.0,4.03,1.13,35.4,59.5,0.16,0.03,-0.05,0.28,25.4,25.16,11.29,2.87,0.08,0.13,0.05,0.0,1.05,70.6,0.0,2.47,3.58,4.58,0.68,63.0,80.0,84.0,84.0,84.0,68.0,13.0,23.0,36.0,38.0,21.0,75.0,5.0,82.0,55.0,63.0,9.0,79.0,55.0,41.0,13.0,41.0,41.0,20.0,52.0,48.0,95.0,25.0,84.0,59.0,25.0,27.0,13.0,48.0,95.0
Adrián,Goalkeepers,300,2019-2020 Champions League,31.9,14.8,34.1,0.0,0.0,0.0,8.33,0.67,8.0,0.67,0.0,0.0,5.0,2.67,32.1,33.3,0.67,0.0,-0.57,0.34,56.3,28.0,10.67,6.0,0.33,0.33,0.0,0.0,2.1,56.3,0.0,2.67,5.33,5.0,0.33,33.0,60.0,26.0,15.0,15.0,70.0,16.0,68.0,94.0,51.0,15.0,51.0,6.0,13.0,45.0,24.0,74.0,60.0,6.0,66.0,94.0,68.0,37.0,67.0,18.0,77.0,45.0,44.0,22.0,21.0,44.0,35.0,59.0,55.0,45.0
Adrián,Goalkeepers,630,2024-2025 La Liga,32.2,13.0,34.7,28.6,0.29,0.29,13.43,0.71,5.3,0.71,0.14,0.0,4.86,1.43,29.8,32.4,0.29,0.0,-0.2,0.33,38.4,29.71,10.43,4.0,0.14,0.14,0.0,0.0,1.23,62.5,0.0,2.0,3.43,4.43,0.57,36.0,31.0,12.0,67.0,67.0,5.0,53.0,47.0,48.0,24.0,12.0,66.0,22.0,33.0,36.0,12.0,34.0,72.0,22.0,90.0,74.0,64.0,33.0,43.0,40.0,53.0,45.0,36.0,36.0,9.0,36.0,14.0,29.0,57.0,81.0
Adrián,Goalkeepers,630,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",32.2,13.0,34.7,28.6,0.29,0.29,13.43,0.71,5.3,0.71,0.14,0.0,4.86,1.43,29.8,32.4,0.29,0.0,-0.2,0.33,38.4,29.71,10.43,4.0,0.14,0.14,0.0,0.0,1.23,62.5,0.0,2.0,3.43,4.43,0.57,45.0,37.0,17.0,60.0,60.0,8.0,46.0,36.0,31.0,22.0,12.0,72.0,28.0,44.0,44.0,12.0,32.0,86.0,6.0,91.0,74.0,52.0,29.0,42.0,35.0,51.0,42.0,26.0,64.0,6.0,26.0,4.0,14.0,61.0,86.0
Adrián,Goalkeepers,875,2019-2020 Premier League,33.0,15.3,29.2,22.2,0.21,0.1,13.06,0.72,5.5,1.44,0.0,0.1,7.2,1.03,33.2,27.1,0.0,0.0,-0.26,0.28,36.4,24.79,10.18,3.7,0.0,0.0,0.0,0.0,0.77,63.0,,1.75,2.78,5.25,0.93,32.0,63.0,5.0,38.0,34.0,73.0,20.0,77.0,84.0,88.0,2.0,9.0,38.0,84.0,34.0,5.0,2.0,86.0,23.0,48.0,59.0,59.0,20.0,27.0,93.0,5.0,45.0,27.0,91.0,16.0,,5.0,2.0,84.0,98.0
Adrián,Goalkeepers,1710,2017-2018 Premier League,47.7,16.0,59.3,31.6,0.32,0.32,16.63,0.68,4.1,1.63,0.32,0.05,9.68,1.53,72.8,90.2,0.32,0.05,-0.01,0.29,34.6,20.16,23.42,8.11,0.05,0.05,0.0,0.0,1.46,70.8,0.0,3.58,5.05,2.47,0.37,76.0,83.0,65.0,65.0,65.0,13.0,87.0,31.0,22.0,80.0,67.0,11.0,94.0,24.0,91.0,59.0,28.0,37.0,72.0,48.0,31.0,9.0,72.0,50.0,67.0,17.0,44.0,22.0,24.0,72.0,22.0,94.0,94.0,13.0,69.0
Aitor Fernández,Goalkeepers,551,2023-2024 La Liga,42.5,24.8,49.7,16.7,0.16,0.33,11.27,0.16,1.4,2.45,0.33,0.0,3.59,1.47,56.3,68.2,0.65,0.0,-0.47,0.26,41.6,28.42,18.46,7.68,0.16,0.16,0.0,0.0,1.0,60.0,0.0,1.8,3.27,3.1,0.0,83.0,98.0,65.0,15.0,13.0,6.0,6.0,2.0,2.0,94.0,57.0,59.0,2.0,31.0,80.0,69.0,94.0,80.0,2.0,15.0,83.0,65.0,69.0,80.0,20.0,54.0,37.0,28.0,87.0,6.0,28.0,2.0,13.0,6.0,4.0
Aitor Fernández,Goalkeepers,1166,2021-2022 La Liga,36.2,18.1,34.9,16.7,0.15,0.62,13.66,0.69,5.1,1.62,0.39,0.0,7.1,2.24,41.6,38.0,0.54,0.0,-0.36,0.27,38.3,22.08,11.89,4.55,0.08,0.15,0.0,0.08,1.81,65.4,50.0,3.94,6.25,5.09,0.08,45.0,96.0,13.0,16.0,16.0,2.0,38.0,52.0,61.0,80.0,77.0,59.0,30.0,2.0,41.0,16.0,88.0,73.0,5.0,50.0,45.0,30.0,23.0,38.0,70.0,55.0,43.0,88.0,2.0,16.0,91.0,98.0,98.0,77.0,5.0
Aitor Fernández,Goalkeepers,1440,2018-2019 La Liga,39.4,14.6,49.1,12.5,0.13,0.19,14.0,0.31,2.2,1.06,0.31,0.0,10.13,1.5,47.8,68.5,0.44,0.06,0.18,0.27,35.3,18.44,15.75,5.56,0.25,0.25,0.0,0.0,1.61,75.9,0.0,3.75,5.19,5.19,0.25,59.0,61.0,39.0,11.0,11.0,27.0,42.0,20.0,20.0,64.0,55.0,75.0,89.0,31.0,61.0,45.0,70.0,23.0,67.0,25.0,25.0,14.0,52.0,27.0,14.0,83.0,44.0,30.0,23.0,80.0,30.0,89.0,86.0,77.0,31.0
Aitor Fernández,Goalkeepers,1890,2022-2023 La Liga,41.1,16.3,54.2,38.1,0.38,0.0,15.19,0.67,4.4,1.76,0.24,0.0,8.29,0.9,50.9,71.8,0.29,0.05,-0.01,0.24,43.6,29.29,20.86,9.1,0.0,0.0,0.0,0.0,0.84,75.3,,2.81,3.67,4.14,0.48,77.0,70.0,81.0,80.0,83.0,94.0,64.0,42.0,30.0,95.0,55.0,67.0,61.0,83.0,73.0,73.0,28.0,45.0,45.0,28.0,77.0,80.0,86.0,92.0,89.0,11.0,38.0,30.0,86.0,72.0,,55.0,27.0,45.0,77.0
Aitor Fernández,Goalkeepers,2610,2020-2021 La Liga,32.8,17.7,28.1,10.3,0.1,0.21,13.66,0.21,1.5,1.86,0.38,0.03,7.1,1.52,31.8,25.2,0.34,0.07,-0.19,0.29,35.6,24.86,9.69,3.45,0.1,0.1,0.0,0.0,1.26,65.8,0.0,2.69,4.14,5.28,0.28,31.0,79.0,5.0,8.0,8.0,11.0,50.0,8.0,8.0,89.0,85.0,31.0,37.0,18.0,21.0,8.0,31.0,18.0,8.0,55.0,27.0,47.0,15.0,15.0,60.0,24.0,35.0,23.0,40.0,27.0,23.0,76.0,73.0,85.0,37.0
Aitor Fernández,Goalkeepers,3240,2019-2020 La Liga,37.6,14.4,39.8,13.9,0.14,0.22,16.39,0.56,3.4,1.25,0.19,0.03,9.25,1.42,43.3,47.1,0.47,0.06,0.1,0.24,34.6,21.44,13.64,4.72,0.08,0.14,0.0,0.06,1.46,76.6,40.0,4.25,5.69,5.36,0.33,46.0,43.0,13.0,11.0,11.0,9.0,91.0,65.0,50.0,61.0,31.0,65.0,91.0,35.0,43.0,17.0,72.0,20.0,76.0,17.0,35.0,31.0,31.0,28.0,69.0,31.0,44.0,91.0,17.0,80.0,89.0,98.0,94.0,87.0,50.0
Alban Lafont,Goalkeepers,720,2022-2023 Europa League,36.4,12.3,53.7,12.5,0.13,0.13,12.0,0.0,0.0,0.63,0.13,0.0,7.75,1.88,42.4,72.6,0.5,0.13,0.09,0.27,36.8,21.25,14.63,5.38,0.25,0.25,0.0,0.0,1.84,74.0,0.0,4.5,6.25,4.25,0.38,65.0,36.0,89.0,36.0,36.0,56.0,47.0,7.0,7.0,39.0,34.0,55.0,54.0,21.0,69.0,89.0,62.0,22.0,61.0,43.0,63.0,15.0,53.0,61.0,18.0,79.0,49.0,46.0,19.0,67.0,46.0,87.0,85.0,45.0,55.0
Alban Lafont,Goalkeepers,1080,2024-2025 Ligue 1,34.9,10.6,51.1,16.7,0.17,0.17,16.67,1.33,8.0,0.5,0.33,0.0,4.75,1.58,34.0,66.7,0.5,0.17,-0.02,0.3,28.0,25.75,11.92,3.33,0.25,0.25,0.0,0.0,1.4,67.3,0.0,2.67,4.08,4.67,0.17,76.0,15.0,89.0,30.0,33.0,39.0,89.0,93.0,80.0,15.0,91.0,67.0,33.0,41.0,72.0,85.0,74.0,2.0,46.0,52.0,15.0,37.0,63.0,37.0,20.0,76.0,46.0,28.0,59.0,33.0,28.0,28.0,30.0,67.0,7.0
Alban Lafont,Goalkeepers,1980,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",35.3,11.1,49.1,18.2,0.18,0.14,15.77,1.32,8.4,0.77,0.27,0.0,5.09,1.73,35.7,61.6,0.55,0.09,-0.06,0.34,30.6,27.41,12.91,3.95,0.27,0.27,0.0,0.0,1.58,64.4,0.0,2.45,4.09,5.5,0.18,72.0,11.0,71.0,23.0,23.0,46.0,82.0,89.0,83.0,29.0,61.0,71.0,38.0,18.0,59.0,63.0,88.0,11.0,27.0,93.0,21.0,38.0,50.0,43.0,2.0,93.0,42.0,26.0,21.0,12.0,26.0,18.0,36.0,93.0,8.0
Alban Lafont,Goalkeepers,2430,2019-2020 Ligue 1,36.5,15.5,51.5,37.0,0.37,0.07,14.04,0.33,2.4,1.15,0.15,0.0,6.93,1.07,44.6,75.9,0.44,0.04,-0.05,0.23,32.5,25.74,16.74,5.44,0.11,0.22,0.04,0.07,0.99,72.6,40.0,2.37,3.52,4.85,0.41,66.0,80.0,89.0,66.0,66.0,73.0,43.0,7.0,9.0,89.0,16.0,70.0,16.0,66.0,70.0,89.0,75.0,52.0,30.0,27.0,18.0,61.0,75.0,61.0,66.0,84.0,84.0,80.0,70.0,43.0,82.0,16.0,34.0,48.0,73.0
Alban Lafont,Goalkeepers,2496,2023-2024 Ligue 1,34.0,13.0,46.9,25.9,0.25,0.07,13.88,1.19,8.6,1.19,0.14,0.0,5.99,1.55,34.2,60.8,0.61,0.0,-0.04,0.31,31.7,30.25,13.99,4.44,0.29,0.29,0.0,0.0,1.53,70.3,0.0,2.7,4.25,5.23,0.25,61.0,52.0,84.0,61.0,61.0,75.0,57.0,80.0,89.0,80.0,11.0,68.0,61.0,30.0,61.0,84.0,93.0,84.0,43.0,91.0,25.0,75.0,75.0,61.0,2.0,93.0,39.0,23.0,20.0,20.0,23.0,25.0,48.0,89.0,20.0
Alban Lafont,Goalkeepers,3015,2018-2019 Serie A,36.2,14.2,42.8,24.2,0.24,0.15,15.58,0.45,2.9,0.87,0.45,0.03,7.82,1.19,39.6,53.1,0.33,0.09,-0.13,0.21,36.2,22.39,13.01,4.72,0.15,0.18,0.0,0.03,0.98,72.4,16.7,2.69,3.82,4.9,0.24,68.0,75.0,42.0,38.0,35.0,52.0,52.0,58.0,53.0,75.0,95.0,28.0,35.0,65.0,60.0,48.0,38.0,12.0,25.0,5.0,28.0,48.0,52.0,35.0,35.0,65.0,40.0,72.0,78.0,42.0,65.0,32.0,35.0,62.0,25.0
Alban Lafont,Goalkeepers,3329,2022-2023 Ligue 1,35.5,12.3,49.3,30.6,0.3,0.16,13.33,1.14,8.5,1.05,0.38,0.03,6.68,1.46,37.2,67.2,0.43,0.11,0.12,0.26,36.6,25.47,13.95,5.11,0.24,0.22,0.0,0.0,1.48,74.9,0.0,3.49,4.84,5.46,0.19,70.0,45.0,88.0,73.0,72.0,47.0,55.0,85.0,85.0,68.0,85.0,30.0,45.0,45.0,62.0,85.0,72.0,22.0,72.0,25.0,62.0,52.0,75.0,78.0,22.0,62.0,42.0,30.0,45.0,68.0,32.0,82.0,68.0,82.0,25.0
Alban Lafont,Goalkeepers,3420,2017-2018 Ligue 1,39.6,17.7,54.6,31.6,0.32,0.16,14.87,0.61,4.1,2.08,0.26,0.08,8.71,1.42,51.9,77.6,0.5,0.05,0.01,0.3,42.6,24.5,19.47,8.29,0.16,0.16,0.0,0.0,1.37,69.6,0.0,2.79,4.16,4.37,0.24,65.0,98.0,50.0,69.0,69.0,22.0,57.0,24.0,22.0,94.0,57.0,9.0,69.0,43.0,72.0,46.0,72.0,46.0,69.0,83.0,72.0,83.0,76.0,83.0,20.0,59.0,39.0,26.0,35.0,50.0,28.0,61.0,61.0,43.0,28.0
Alban Lafont,Goalkeepers,3420,2020-2021 Ligue 1,39.9,14.9,54.8,13.2,0.13,0.18,13.34,0.61,4.5,0.95,0.34,0.05,6.76,1.45,50.2,80.5,0.42,0.03,-0.07,0.24,31.0,22.74,16.87,5.24,0.26,0.32,0.03,0.03,1.35,73.2,9.1,2.97,4.42,3.45,0.24,95.0,53.0,84.0,12.0,12.0,33.0,43.0,71.0,78.0,64.0,95.0,22.0,19.0,47.0,90.0,91.0,62.0,57.0,53.0,9.0,16.0,43.0,88.0,60.0,19.0,84.0,71.0,60.0,47.0,67.0,50.0,71.0,67.0,12.0,14.0
Alban Lafont,Goalkeepers,3420,2021-2022 Ligue 1,39.2,14.9,55.5,21.1,0.21,0.16,12.92,0.71,5.5,1.47,0.26,0.0,7.58,1.26,46.2,78.5,0.34,0.03,0.14,0.3,33.9,21.68,15.97,5.42,0.11,0.18,0.0,0.08,1.38,71.6,42.9,2.76,4.08,3.61,0.39,93.0,57.0,93.0,37.0,40.0,51.0,34.0,57.0,59.0,69.0,46.0,71.0,46.0,60.0,93.0,93.0,37.0,63.0,96.0,78.0,37.0,43.0,87.0,81.0,62.0,65.0,46.0,93.0,37.0,69.0,88.0,51.0,46.0,10.0,66.0
Alberto Paleari,Goalkeepers,2835,2022-2023 Serie B,36.5,13.9,46.4,16.7,0.16,0.1,14.6,0.67,4.6,0.83,0.35,0.1,8.1,1.27,40.9,60.0,0.48,0.0,-0.07,0.27,32.7,22.83,14.19,4.63,0.13,0.19,0.0,0.06,1.18,69.5,33.3,2.41,3.75,5.4,0.22,50.0,56.0,68.0,15.0,15.0,69.0,31.0,24.0,27.0,56.0,47.0,11.0,40.0,47.0,50.0,56.0,85.0,73.0,21.0,61.0,24.0,60.0,50.0,21.0,44.0,66.0,47.0,79.0,50.0,27.0,68.0,34.0,44.0,73.0,21.0
Alberto Paleari,Goalkeepers,3082,2021-2022 Serie B,32.8,12.2,38.1,32.4,0.32,0.12,15.59,0.7,4.5,0.67,0.26,0.03,6.07,0.99,31.1,41.3,0.26,0.06,0.27,0.25,32.8,37.2,14.08,4.61,0.15,0.15,0.0,0.0,1.2,80.4,0.0,3.39,4.32,4.88,0.5,13.0,24.0,27.0,60.0,63.0,66.0,50.0,34.0,42.0,27.0,37.0,34.0,2.0,76.0,15.0,16.0,37.0,18.0,89.0,31.0,27.0,98.0,47.0,34.0,37.0,40.0,39.0,24.0,60.0,89.0,24.0,82.0,63.0,53.0,85.0
Alberto Paleari,Goalkeepers,3240,2018-2019 Serie B,38.0,13.6,42.0,33.3,0.33,0.08,13.17,0.72,5.5,0.83,0.42,0.0,7.67,1.06,46.0,48.6,0.25,0.06,0.21,0.26,40.0,23.42,14.5,5.81,0.17,0.17,0.0,0.0,1.21,78.5,0.0,3.11,4.14,5.39,0.33,42.0,67.0,14.0,73.0,77.0,77.0,8.0,77.0,83.0,77.0,77.0,69.0,5.0,73.0,42.0,8.0,25.0,23.0,92.0,25.0,55.0,80.0,27.0,30.0,58.0,42.0,45.0,30.0,58.0,89.0,30.0,67.0,48.0,73.0,55.0
Alberto Paleari,Goalkeepers,3240,2019-2020 Serie B,38.3,14.3,42.4,38.9,0.39,0.22,13.28,0.31,2.3,0.78,0.19,0.0,7.42,1.25,46.3,53.2,0.36,0.06,0.11,0.29,36.0,21.97,14.11,5.08,0.14,0.17,0.0,0.03,1.31,72.6,16.7,2.83,4.06,5.0,0.44,70.0,63.0,55.0,80.0,88.0,20.0,5.0,9.0,11.0,59.0,20.0,80.0,5.0,45.0,66.0,45.0,55.0,20.0,66.0,73.0,27.0,45.0,48.0,38.0,52.0,52.0,45.0,55.0,41.0,48.0,63.0,48.0,48.0,52.0,80.0
Alen Sherri,Goalkeepers,540,2024-2025 Serie A,30.9,12.5,34.4,16.7,0.17,0.0,10.67,0.67,6.3,0.83,0.33,0.0,8.0,1.5,32.7,37.5,0.5,0.0,-0.07,0.35,37.3,25.0,11.17,4.17,0.0,0.0,0.0,0.0,1.43,64.0,,2.67,4.17,3.33,0.17,33.0,47.0,19.0,26.0,26.0,95.0,19.0,34.0,67.0,60.0,69.0,59.0,95.0,34.0,57.0,19.0,71.0,81.0,47.0,95.0,50.0,16.0,47.0,47.0,93.0,5.0,43.0,29.0,36.0,22.0,,50.0,57.0,26.0,16.0
Alen Sherri,Goalkeepers,540,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",30.9,12.5,34.4,16.7,0.17,0.0,10.67,0.67,6.3,0.83,0.33,0.0,8.0,1.5,32.7,37.5,0.5,0.0,-0.07,0.35,37.3,25.0,11.17,4.17,0.0,0.0,0.0,0.0,1.43,64.0,,2.67,4.17,3.33,0.17,35.0,28.0,16.0,20.0,21.0,99.0,13.0,29.0,56.0,33.0,85.0,72.0,95.0,33.0,50.0,20.0,83.0,86.0,29.0,96.0,64.0,19.0,38.0,47.0,97.0,1.0,42.0,25.0,36.0,8.0,,30.0,44.0,14.0,7.0
Alessandro Sorrentino,Goalkeepers,548,vs. Goalkeepers,30.6,16.8,36.1,0.0,0.0,0.16,10.18,0.49,4.8,0.49,0.16,0.0,6.9,2.63,26.5,38.1,0.66,0.0,-0.26,0.34,32.1,24.8,9.2,2.96,0.66,0.66,0.0,0.0,2.37,62.5,0.0,2.63,5.26,4.76,0.0,34.0,92.0,17.0,2.0,2.0,30.0,8.0,27.0,61.0,20.0,11.0,67.0,64.0,2.0,33.0,14.0,92.0,78.0,17.0,94.0,27.0,30.0,23.0,20.0,2.0,98.0,36.0,27.0,2.0,20.0,27.0,42.0,92.0,70.0,5.0
Alex McCarthy,Goalkeepers,450,2023-2024 Championship,25.6,9.3,18.7,20.0,0.2,0.0,9.8,0.4,4.1,0.2,0.0,0.0,3.6,1.8,21.4,11.1,0.6,0.0,-0.2,0.32,27.8,31.8,7.2,2.0,0.0,0.0,0.0,0.0,1.6,65.4,,3.4,5.2,5.4,0.4,6.0,1.0,1.0,31.0,31.0,99.0,1.0,4.0,14.0,4.0,4.0,73.0,14.0,9.0,19.0,1.0,90.0,84.0,19.0,75.0,31.0,59.0,1.0,6.0,89.0,8.0,39.0,38.0,14.0,21.0,,81.0,91.0,69.0,59.0
Alex McCarthy,Goalkeepers,450,Last 365 Days Men's Next 14 Competitions,25.6,9.3,18.7,20.0,0.2,0.0,9.8,0.4,4.1,0.2,0.0,0.0,3.6,1.8,21.4,11.1,0.6,0.0,-0.2,0.32,27.8,31.8,7.2,2.0,0.0,0.0,0.0,0.0,1.6,65.4,,3.4,5.2,5.4,0.4,3.0,1.0,1.0,22.0,23.0,99.0,3.0,8.0,18.0,1.0,1.0,69.0,2.0,10.0,8.0,1.0,96.0,77.0,7.0,80.0,9.0,74.0,2.0,1.0,94.0,4.0,40.0,30.0,20.0,13.0,,82.0,90.0,89.0,63.0
Alex McCarthy,Goalkeepers,540,2022-2023 Premier League,36.5,13.5,31.0,0.0,0.0,0.17,15.33,1.0,6.5,1.17,0.17,0.0,8.67,2.83,48.5,36.5,0.83,0.17,-0.85,0.34,19.5,32.33,18.83,3.67,0.17,0.17,0.0,0.0,1.82,46.7,0.0,2.33,5.0,4.83,0.0,70.0,30.0,9.0,2.0,2.0,59.0,77.0,71.0,48.0,45.0,27.0,75.0,82.0,2.0,80.0,20.0,98.0,9.0,2.0,95.0,2.0,88.0,84.0,59.0,21.0,68.0,39.0,25.0,5.0,2.0,25.0,16.0,84.0,55.0,2.0
Alex McCarthy,Goalkeepers,1530,2021-2022 Premier League,34.7,9.6,50.6,29.4,0.29,0.35,15.0,1.29,8.6,0.29,0.41,0.0,7.35,1.59,40.7,72.0,0.41,0.0,-0.32,0.31,30.1,22.53,14.47,4.35,0.0,0.0,0.0,0.0,1.26,62.0,,2.59,4.18,4.59,0.18,62.0,2.0,75.0,56.0,56.0,10.0,58.0,92.0,94.0,2.0,90.0,77.0,40.0,37.0,60.0,75.0,56.0,88.0,17.0,88.0,25.0,17.0,60.0,48.0,94.0,4.0,37.0,37.0,52.0,10.0,,29.0,40.0,56.0,17.0
Alex McCarthy,Goalkeepers,1620,2017-2018 Premier League,44.2,10.9,59.5,22.2,0.22,0.22,17.28,1.06,6.1,0.56,0.44,0.0,8.78,1.44,63.8,92.4,0.39,0.0,-0.31,0.3,29.1,16.89,18.89,5.5,0.06,0.06,0.0,0.0,1.14,63.2,0.0,2.33,3.78,3.11,0.17,57.0,9.0,69.0,31.0,31.0,28.0,91.0,80.0,59.0,13.0,91.0,72.0,72.0,50.0,61.0,69.0,43.0,80.0,6.0,67.0,4.0,2.0,39.0,31.0,59.0,20.0,44.0,22.0,80.0,17.0,22.0,28.0,24.0,39.0,13.0
